#conflict,#confvar,#multiconf,#fold,#multifold
 497000,-0.15704,-0.23785,-0.30981,-0.43734
 498000,-0.15702,-0.23785,-0.30981,-0.43734
 499000,-0.15702,-0.23785,-0.30978,-0.43734
 500000,-0.15702,-0.23785,-0.30978,-0.43734
 501000,-0.15702,-0.23785,-0.30978,-0.43734
 502000,-0.15702,-0.23785,-0.30978,-0.43734
 503000,-0.15702,-0.23785,-0.30975,-0.43734
 504000,-0.15702,-0.23785,-0.30972,-0.43734
 505000,-0.15702,-0.23783,-0.30972,-0.43726
 506000,-0.15702,-0.23783,-0.30972,-0.43726
 507000,-0.15702,-0.23783,-0.30972,-0.43726
 508000,-0.15702,-0.23783,-0.30972,-0.43718
 509000,-0.15702,-0.23783,-0.30969,-0.43718
 510000,-0.15702,-0.23783,-0.30969,-0.43718
 511000,-0.15702,-0.23783,-0.30963,-0.43718
 512000,-0.15702,-0.23783,-0.30963,-0.43718
 513000,-0.15702,-0.23780,-0.30963,-0.43718
 514000,-0.15702,-0.23780,-0.30963,-0.43718
 515000,-0.15702,-0.23780,-0.30963,-0.43718
 516000,-0.15702,-0.23780,-0.30963,-0.43718
 517000,-0.15702,-0.23780,-0.30963,-0.43718
 518000,-0.15702,-0.23780,-0.30963,-0.43718
 519000,-0.15702,-0.23780,-0.30963,-0.43718
 520000,-0.15702,-0.23780,-0.30963,-0.43714
 521000,-0.15702,-0.23780,-0.30963,-0.43714
 522000,-0.15702,-0.23780,-0.30963,-0.43714
 523000,-0.15702,-0.23780,-0.30963,-0.43714
 524000,-0.15702,-0.23780,-0.30963,-0.43714
 525000,-0.15702,-0.23780,-0.30960,-0.43714
 526000,-0.15702,-0.23780,-0.30957,-0.43714
 527000,-0.15702,-0.23780,-0.30957,-0.43714
 528000,-0.15702,-0.23780,-0.30957,-0.43714
 529000,-0.15702,-0.23780,-0.30957,-0.43714
 530000,-0.15702,-0.23780,-0.30957,-0.43710
 531000,-0.15702,-0.23780,-0.30957,-0.43706
 532000,-0.15702,-0.23780,-0.30957,-0.43702
 533000,-0.15702,-0.23780,-0.30957,-0.43702
 534000,-0.15702,-0.23780,-0.30957,-0.43702
 535000,-0.15700,-0.23780,-0.30954,-0.43698
 536000,-0.15700,-0.23780,-0.30954,-0.43698
 537000,-0.15700,-0.23780,-0.30954,-0.43698
 538000,-0.15700,-0.23780,-0.30954,-0.43698
 539000,-0.15700,-0.23780,-0.30954,-0.43698
 540000,-0.15700,-0.23780,-0.30954,-0.43698
 541000,-0.15700,-0.23780,-0.30954,-0.43698
 542000,-0.15700,-0.23780,-0.30954,-0.43698
 543000,-0.15700,-0.23780,-0.30954,-0.43698
 544000,-0.15700,-0.23780,-0.30954,-0.43698
 545000,-0.15700,-0.23780,-0.30954,-0.43698
 546000,-0.15700,-0.23780,-0.30954,-0.43698
 547000,-0.15700,-0.23780,-0.30954,-0.43694
 548000,-0.15700,-0.23780,-0.30951,-0.43690
 549000,-0.15700,-0.23777,-0.30951,-0.43686
 550000,-0.15700,-0.23777,-0.30951,-0.43686
 551000,-0.15700,-0.23775,-0.30948,-0.43682
 552000,-0.15700,-0.23775,-0.30948,-0.43682
 553000,-0.15700,-0.23775,-0.30948,-0.43682
 554000,-0.15700,-0.23775,-0.30946,-0.43682
 555000,-0.15700,-0.23775,-0.30946,-0.43678
 556000,-0.15698,-0.23770,-0.30946,-0.43678
 557000,-0.15698,-0.23770,-0.30943,-0.43678
 558000,-0.15698,-0.23767,-0.30943,-0.43678
 559000,-0.15698,-0.23767,-0.30943,-0.43678
 560000,-0.15698,-0.23767,-0.30943,-0.43678
 561000,-0.15698,-0.23767,-0.30943,-0.43674
 562000,-0.15698,-0.23767,-0.30940,-0.43670
 563000,-0.15696,-0.23767,-0.30940,-0.43670
 564000,-0.15696,-0.23767,-0.30940,-0.43670
 565000,-0.15696,-0.23767,-0.30940,-0.43670
 566000,-0.15696,-0.23767,-0.30940,-0.43670
 567000,-0.15696,-0.23767,-0.30940,-0.43670
 568000,-0.15696,-0.23767,-0.30940,-0.43670
 569000,-0.15696,-0.23767,-0.30940,-0.43670
 570000,-0.15696,-0.23767,-0.30940,-0.43670
 571000,-0.15696,-0.23767,-0.30940,-0.43670
 572000,-0.15696,-0.23767,-0.30937,-0.43666
 573000,-0.15696,-0.23767,-0.30937,-0.43666
 574000,-0.15696,-0.23767,-0.30937,-0.43666
 575000,-0.15696,-0.23767,-0.30937,-0.43662
 576000,-0.15696,-0.23767,-0.30934,-0.43662
 577000,-0.15696,-0.23767,-0.30931,-0.43662
 578000,-0.15696,-0.23767,-0.30931,-0.43662
 579000,-0.15694,-0.23767,-0.30931,-0.43662
 580000,-0.15694,-0.23767,-0.30931,-0.43662
 581000,-0.15694,-0.23767,-0.30931,-0.43658
 582000,-0.15694,-0.23767,-0.30931,-0.43658
 583000,-0.15694,-0.23767,-0.30931,-0.43658
 584000,-0.15694,-0.23767,-0.30931,-0.43658
 585000,-0.15694,-0.23767,-0.30931,-0.43658
 586000,-0.15694,-0.23767,-0.30931,-0.43654
 587000,-0.15694,-0.23767,-0.30928,-0.43654
 588000,-0.15694,-0.23767,-0.30928,-0.43654
 589000,-0.15694,-0.23767,-0.30925,-0.43650
 590000,-0.15694,-0.23767,-0.30925,-0.43650
 591000,-0.15694,-0.23767,-0.30925,-0.43650
 592000,-0.15694,-0.23767,-0.30925,-0.43650
 593000,-0.15694,-0.23767,-0.30925,-0.43646
 594000,-0.15694,-0.23767,-0.30925,-0.43646
 595000,-0.15694,-0.23767,-0.30925,-0.43646
 596000,-0.15694,-0.23767,-0.30925,-0.43646
 597000,-0.15694,-0.23767,-0.30925,-0.43646
 598000,-0.15694,-0.23767,-0.30925,-0.43646
 599000,-0.15694,-0.23767,-0.30925,-0.43646
 600000,-0.15694,-0.23767,-0.30925,-0.43646
 601000,-0.15694,-0.23767,-0.30925,-0.43646
 602000,-0.15694,-0.23767,-0.30922,-0.43646
 603000,-0.15694,-0.23767,-0.30922,-0.43646
 604000,-0.15694,-0.23767,-0.30922,-0.43642
 605000,-0.15694,-0.23767,-0.30922,-0.43634
 606000,-0.15694,-0.23767,-0.30916,-0.43634
 607000,-0.15694,-0.23767,-0.30916,-0.43630
 608000,-0.15694,-0.23767,-0.30916,-0.43630
 609000,-0.15694,-0.23767,-0.30913,-0.43630
 610000,-0.15694,-0.23767,-0.30913,-0.43630
 611000,-0.15694,-0.23767,-0.30907,-0.43626
 612000,-0.15692,-0.23765,-0.30907,-0.43626
 613000,-0.15692,-0.23765,-0.30907,-0.43626
 614000,-0.15692,-0.23765,-0.30907,-0.43622
 615000,-0.15692,-0.23765,-0.30907,-0.43622
 616000,-0.15692,-0.23765,-0.30904,-0.43614
 617000,-0.15692,-0.23765,-0.30904,-0.43614
 618000,-0.15692,-0.23765,-0.30904,-0.43614
 619000,-0.15692,-0.23765,-0.30904,-0.43614
 620000,-0.15692,-0.23765,-0.30904,-0.43614
 621000,-0.15692,-0.23765,-0.30904,-0.43610
 622000,-0.15692,-0.23765,-0.30904,-0.43610
 623000,-0.15692,-0.23765,-0.30904,-0.43606
 624000,-0.15692,-0.23762,-0.30898,-0.43606
 625000,-0.15692,-0.23762,-0.30898,-0.43606
 626000,-0.15692,-0.23762,-0.30898,-0.43606
 627000,-0.15692,-0.23760,-0.30898,-0.43602
 628000,-0.15692,-0.23760,-0.30898,-0.43602
 629000,-0.15692,-0.23760,-0.30895,-0.43598
 630000,-0.15692,-0.23760,-0.30892,-0.43598
 631000,-0.15692,-0.23760,-0.30892,-0.43598
 632000,-0.15692,-0.23760,-0.30889,-0.43598
 633000,-0.15692,-0.23760,-0.30889,-0.43598
 634000,-0.15692,-0.23760,-0.30889,-0.43598
 635000,-0.15692,-0.23760,-0.30889,-0.43598
 636000,-0.15692,-0.23760,-0.30889,-0.43598
 637000,-0.15692,-0.23760,-0.30889,-0.43598
 638000,-0.15692,-0.23760,-0.30889,-0.43598
 639000,-0.15692,-0.23760,-0.30889,-0.43598
 640000,-0.15692,-0.23760,-0.30889,-0.43590
 641000,-0.15692,-0.23760,-0.30889,-0.43590
 642000,-0.15692,-0.23760,-0.30889,-0.43590
 643000,-0.15692,-0.23760,-0.30889,-0.43590
 644000,-0.15692,-0.23760,-0.30886,-0.43590
 645000,-0.15692,-0.23760,-0.30886,-0.43590
 646000,-0.15692,-0.23760,-0.30886,-0.43590
 647000,-0.15692,-0.23760,-0.30886,-0.43590
 648000,-0.15692,-0.23760,-0.30886,-0.43590
 649000,-0.15692,-0.23760,-0.30886,-0.43590
 650000,-0.15692,-0.23760,-0.30886,-0.43590
 651000,-0.15692,-0.23760,-0.30883,-0.43590
 652000,-0.15692,-0.23760,-0.30883,-0.43586
 653000,-0.15692,-0.23760,-0.30883,-0.43586
 654000,-0.15692,-0.23760,-0.30883,-0.43586
 655000,-0.15692,-0.23760,-0.30883,-0.43586
 656000,-0.15692,-0.23760,-0.30883,-0.43586
 657000,-0.15692,-0.23760,-0.30883,-0.43582
 658000,-0.15692,-0.23760,-0.30883,-0.43582
 659000,-0.15692,-0.23760,-0.30883,-0.43582
 660000,-0.15692,-0.23760,-0.30883,-0.43582
 661000,-0.15692,-0.23760,-0.30883,-0.43582
 662000,-0.15692,-0.23760,-0.30883,-0.43582
 663000,-0.15692,-0.23760,-0.30883,-0.43578
 664000,-0.15692,-0.23760,-0.30883,-0.43578
 665000,-0.15692,-0.23760,-0.30883,-0.43578
 666000,-0.15692,-0.23760,-0.30880,-0.43578
 667000,-0.15692,-0.23760,-0.30880,-0.43574
 668000,-0.15692,-0.23760,-0.30880,-0.43574
 669000,-0.15692,-0.23760,-0.30880,-0.43574
 670000,-0.15689,-0.23760,-0.30880,-0.43574
 671000,-0.15689,-0.23760,-0.30880,-0.43574
 672000,-0.15689,-0.23760,-0.30880,-0.43574
 673000,-0.15689,-0.23760,-0.30880,-0.43574
 674000,-0.15689,-0.23760,-0.30880,-0.43574
 675000,-0.15689,-0.23760,-0.30880,-0.43574
 676000,-0.15689,-0.23760,-0.30880,-0.43574
 677000,-0.15689,-0.23760,-0.30880,-0.43574
 678000,-0.15689,-0.23760,-0.30880,-0.43570
 679000,-0.15689,-0.23757,-0.30880,-0.43570
 680000,-0.15689,-0.23757,-0.30880,-0.43570
 681000,-0.15689,-0.23757,-0.30880,-0.43570
 682000,-0.15689,-0.23755,-0.30880,-0.43570
 683000,-0.15689,-0.23755,-0.30880,-0.43570
 684000,-0.15689,-0.23755,-0.30880,-0.43570
 685000,-0.15689,-0.23755,-0.30880,-0.43570
 686000,-0.15689,-0.23755,-0.30874,-0.43563
 687000,-0.15689,-0.23755,-0.30874,-0.43563
 688000,-0.15689,-0.23755,-0.30874,-0.43563
 689000,-0.15689,-0.23755,-0.30874,-0.43563
 690000,-0.15689,-0.23755,-0.30874,-0.43563
 691000,-0.15689,-0.23755,-0.30874,-0.43563
 692000,-0.15689,-0.23755,-0.30874,-0.43563
 693000,-0.15689,-0.23755,-0.30874,-0.43563
 694000,-0.15689,-0.23755,-0.30874,-0.43563
 695000,-0.15689,-0.23755,-0.30874,-0.43563
 696000,-0.15689,-0.23755,-0.30874,-0.43563
 697000,-0.15689,-0.23755,-0.30874,-0.43563
 698000,-0.15689,-0.23755,-0.30874,-0.43563
 699000,-0.15687,-0.23755,-0.30874,-0.43563
 700000,-0.15687,-0.23755,-0.30874,-0.43563
 701000,-0.15687,-0.23755,-0.30874,-0.43563
 702000,-0.15687,-0.23752,-0.30874,-0.43563
 703000,-0.15687,-0.23750,-0.30874,-0.43563
 704000,-0.15687,-0.23750,-0.30871,-0.43555
 705000,-0.15687,-0.23750,-0.30871,-0.43555
 706000,-0.15687,-0.23750,-0.30868,-0.43555
 707000,-0.15687,-0.23750,-0.30868,-0.43555
 708000,-0.15687,-0.23750,-0.30868,-0.43551
 709000,-0.15687,-0.23750,-0.30868,-0.43547
 710000,-0.15687,-0.23750,-0.30868,-0.43547
 711000,-0.15687,-0.23750,-0.30868,-0.43547
 712000,-0.15687,-0.23747,-0.30868,-0.43547
 713000,-0.15687,-0.23747,-0.30868,-0.43543
 714000,-0.15687,-0.23747,-0.30868,-0.43543
 715000,-0.15687,-0.23747,-0.30868,-0.43543
 716000,-0.15687,-0.23747,-0.30868,-0.43543
 717000,-0.15687,-0.23747,-0.30865,-0.43543
 718000,-0.15687,-0.23747,-0.30865,-0.43543
 719000,-0.15687,-0.23747,-0.30865,-0.43543
 720000,-0.15687,-0.23747,-0.30865,-0.43543
 721000,-0.15687,-0.23747,-0.30862,-0.43543
 722000,-0.15687,-0.23747,-0.30862,-0.43543
 723000,-0.15687,-0.23747,-0.30859,-0.43543
 724000,-0.15687,-0.23747,-0.30856,-0.43543
 725000,-0.15687,-0.23747,-0.30856,-0.43543
 726000,-0.15687,-0.23747,-0.30856,-0.43543
 727000,-0.15687,-0.23747,-0.30856,-0.43543
 728000,-0.15687,-0.23747,-0.30856,-0.43543
 729000,-0.15687,-0.23747,-0.30856,-0.43543
 730000,-0.15687,-0.23747,-0.30856,-0.43543
 731000,-0.15687,-0.23747,-0.30853,-0.43543
 732000,-0.15687,-0.23747,-0.30853,-0.43543
 733000,-0.15687,-0.23747,-0.30853,-0.43539
 734000,-0.15687,-0.23747,-0.30853,-0.43539
 735000,-0.15687,-0.23747,-0.30853,-0.43535
 736000,-0.15687,-0.23747,-0.30850,-0.43531
 737000,-0.15687,-0.23747,-0.30850,-0.43527
 738000,-0.15687,-0.23747,-0.30850,-0.43523
 739000,-0.15687,-0.23747,-0.30850,-0.43523
 740000,-0.15687,-0.23747,-0.30850,-0.43519
 741000,-0.15687,-0.23745,-0.30850,-0.43519
 742000,-0.15687,-0.23742,-0.30850,-0.43519
 743000,-0.15687,-0.23742,-0.30850,-0.43519
 744000,-0.15687,-0.23742,-0.30844,-0.43519
 745000,-0.15687,-0.23742,-0.30844,-0.43519
 746000,-0.15687,-0.23742,-0.30844,-0.43519
 747000,-0.15687,-0.23742,-0.30844,-0.43519
 748000,-0.15687,-0.23742,-0.30844,-0.43519
 749000,-0.15687,-0.23742,-0.30844,-0.43519
 750000,-0.15687,-0.23742,-0.30844,-0.43519
 751000,-0.15687,-0.23742,-0.30844,-0.43519
 752000,-0.15687,-0.23742,-0.30844,-0.43519
 753000,-0.15687,-0.23742,-0.30844,-0.43519
 754000,-0.15687,-0.23742,-0.30844,-0.43519
 755000,-0.15687,-0.23742,-0.30844,-0.43519
 756000,-0.15687,-0.23742,-0.30844,-0.43519
 757000,-0.15687,-0.23742,-0.30842,-0.43515
 758000,-0.15687,-0.23742,-0.30839,-0.43511
 759000,-0.15687,-0.23742,-0.30836,-0.43511
 760000,-0.15687,-0.23742,-0.30836,-0.43511
 761000,-0.15687,-0.23742,-0.30836,-0.43507
 762000,-0.15687,-0.23742,-0.30836,-0.43507
 763000,-0.15687,-0.23742,-0.30836,-0.43507
 764000,-0.15687,-0.23742,-0.30836,-0.43507
 765000,-0.15687,-0.23742,-0.30836,-0.43503
 766000,-0.15687,-0.23742,-0.30836,-0.43499
 767000,-0.15687,-0.23742,-0.30836,-0.43499
 768000,-0.15687,-0.23742,-0.30836,-0.43499
 769000,-0.15687,-0.23742,-0.30836,-0.43499
 770000,-0.15687,-0.23742,-0.30836,-0.43499
 771000,-0.15687,-0.23740,-0.30836,-0.43499
 772000,-0.15687,-0.23740,-0.30836,-0.43491
 773000,-0.15687,-0.23740,-0.30836,-0.43487
 774000,-0.15687,-0.23740,-0.30833,-0.43487
 775000,-0.15687,-0.23740,-0.30833,-0.43487
 776000,-0.15687,-0.23740,-0.30833,-0.43487
 777000,-0.15687,-0.23740,-0.30833,-0.43487
 778000,-0.15687,-0.23740,-0.30833,-0.43487
 779000,-0.15687,-0.23740,-0.30830,-0.43487
 780000,-0.15687,-0.23740,-0.30830,-0.43487
 781000,-0.15687,-0.23740,-0.30830,-0.43487
 782000,-0.15687,-0.23740,-0.30830,-0.43487
 783000,-0.15687,-0.23740,-0.30830,-0.43487
 784000,-0.15687,-0.23740,-0.30830,-0.43487
 785000,-0.15687,-0.23740,-0.30830,-0.43483
 786000,-0.15687,-0.23740,-0.30827,-0.43483
 787000,-0.15687,-0.23740,-0.30827,-0.43483
 788000,-0.15687,-0.23737,-0.30827,-0.43483
 789000,-0.15687,-0.23737,-0.30827,-0.43483
 790000,-0.15687,-0.23737,-0.30827,-0.43483
 791000,-0.15687,-0.23737,-0.30824,-0.43483
 792000,-0.15687,-0.23737,-0.30824,-0.43483
 793000,-0.15687,-0.23737,-0.30824,-0.43483
 794000,-0.15687,-0.23737,-0.30824,-0.43483
 795000,-0.15687,-0.23737,-0.30824,-0.43483
 796000,-0.15687,-0.23737,-0.30824,-0.43483
 797000,-0.15687,-0.23737,-0.30824,-0.43483
 798000,-0.15687,-0.23737,-0.30824,-0.43483
 799000,-0.15687,-0.23737,-0.30824,-0.43483
 800000,-0.15687,-0.23737,-0.30824,-0.43483
 801000,-0.15687,-0.23737,-0.30824,-0.43483
 802000,-0.15687,-0.23737,-0.30824,-0.43483
 803000,-0.15687,-0.23737,-0.30824,-0.43483
 804000,-0.15687,-0.23737,-0.30824,-0.43483
 805000,-0.15687,-0.23737,-0.30824,-0.43483
 806000,-0.15687,-0.23737,-0.30824,-0.43483
 807000,-0.15687,-0.23737,-0.30824,-0.43483
 808000,-0.15687,-0.23737,-0.30824,-0.43483
 809000,-0.15687,-0.23737,-0.30824,-0.43483
 810000,-0.15687,-0.23737,-0.30821,-0.43483
 811000,-0.15687,-0.23737,-0.30821,-0.43483
 812000,-0.15687,-0.23737,-0.30821,-0.43483
 813000,-0.15687,-0.23737,-0.30821,-0.43483
 814000,-0.15687,-0.23737,-0.30821,-0.43483
 815000,-0.15687,-0.23737,-0.30821,-0.43483
 816000,-0.15687,-0.23737,-0.30821,-0.43483
 817000,-0.15687,-0.23737,-0.30821,-0.43483
 818000,-0.15687,-0.23737,-0.30821,-0.43483
 819000,-0.15687,-0.23737,-0.30821,-0.43483
 820000,-0.15687,-0.23737,-0.30821,-0.43483
 821000,-0.15687,-0.23737,-0.30821,-0.43479
 822000,-0.15687,-0.23737,-0.30821,-0.43479
 823000,-0.15687,-0.23737,-0.30818,-0.43479
 824000,-0.15687,-0.23737,-0.30818,-0.43479
 825000,-0.15687,-0.23737,-0.30818,-0.43479
 826000,-0.15687,-0.23737,-0.30818,-0.43479
 827000,-0.15687,-0.23737,-0.30818,-0.43475
 828000,-0.15687,-0.23737,-0.30818,-0.43475
 829000,-0.15687,-0.23737,-0.30818,-0.43475
 830000,-0.15687,-0.23737,-0.30818,-0.43475
 831000,-0.15687,-0.23737,-0.30818,-0.43475
 832000,-0.15687,-0.23737,-0.30818,-0.43467
 833000,-0.15687,-0.23737,-0.30815,-0.43463
 834000,-0.15687,-0.23737,-0.30812,-0.43455
 835000,-0.15687,-0.23735,-0.30812,-0.43455
 836000,-0.15687,-0.23735,-0.30812,-0.43455
 837000,-0.15687,-0.23735,-0.30812,-0.43455
 838000,-0.15687,-0.23735,-0.30812,-0.43455
 839000,-0.15687,-0.23732,-0.30812,-0.43451
 840000,-0.15687,-0.23732,-0.30812,-0.43451
 841000,-0.15687,-0.23732,-0.30812,-0.43451
 842000,-0.15687,-0.23732,-0.30812,-0.43451
 843000,-0.15687,-0.23732,-0.30812,-0.43451
 844000,-0.15687,-0.23732,-0.30812,-0.43451
 845000,-0.15687,-0.23732,-0.30812,-0.43451
 846000,-0.15687,-0.23732,-0.30812,-0.43451
 847000,-0.15687,-0.23732,-0.30812,-0.43451
 848000,-0.15687,-0.23732,-0.30812,-0.43451
 849000,-0.15687,-0.23732,-0.30812,-0.43451
 850000,-0.15687,-0.23732,-0.30812,-0.43451
 851000,-0.15687,-0.23732,-0.30809,-0.43451
 852000,-0.15687,-0.23732,-0.30809,-0.43451
 853000,-0.15687,-0.23732,-0.30809,-0.43451
 854000,-0.15687,-0.23732,-0.30809,-0.43451
 855000,-0.15687,-0.23732,-0.30809,-0.43451
 856000,-0.15687,-0.23732,-0.30809,-0.43451
 857000,-0.15687,-0.23732,-0.30806,-0.43451
 858000,-0.15687,-0.23732,-0.30806,-0.43451
 859000,-0.15687,-0.23732,-0.30806,-0.43451
 860000,-0.15687,-0.23732,-0.30806,-0.43451
 861000,-0.15687,-0.23732,-0.30806,-0.43451
 862000,-0.15687,-0.23732,-0.30806,-0.43451
 863000,-0.15687,-0.23730,-0.30806,-0.43451
 864000,-0.15687,-0.23730,-0.30806,-0.43451
 865000,-0.15687,-0.23730,-0.30806,-0.43451
 866000,-0.15687,-0.23730,-0.30806,-0.43451
 867000,-0.15687,-0.23727,-0.30806,-0.43451
 868000,-0.15687,-0.23727,-0.30806,-0.43451
 869000,-0.15687,-0.23727,-0.30806,-0.43451
 870000,-0.15687,-0.23727,-0.30806,-0.43451
 871000,-0.15687,-0.23727,-0.30806,-0.43451
 872000,-0.15687,-0.23727,-0.30806,-0.43451
 873000,-0.15687,-0.23727,-0.30806,-0.43451
 874000,-0.15687,-0.23727,-0.30806,-0.43451
 875000,-0.15687,-0.23727,-0.30806,-0.43451
 876000,-0.15687,-0.23727,-0.30806,-0.43451
 877000,-0.15687,-0.23727,-0.30806,-0.43451
 878000,-0.15687,-0.23727,-0.30806,-0.43451
 879000,-0.15687,-0.23727,-0.30806,-0.43451
 880000,-0.15687,-0.23727,-0.30806,-0.43451
 881000,-0.15687,-0.23727,-0.30806,-0.43451
 882000,-0.15687,-0.23727,-0.30806,-0.43451
 883000,-0.15687,-0.23727,-0.30806,-0.43451
 884000,-0.15687,-0.23725,-0.30806,-0.43451
 885000,-0.15687,-0.23725,-0.30806,-0.43451
 886000,-0.15687,-0.23725,-0.30806,-0.43451
 887000,-0.15687,-0.23725,-0.30806,-0.43451
 888000,-0.15687,-0.23725,-0.30806,-0.43451
 889000,-0.15687,-0.23725,-0.30806,-0.43451
 890000,-0.15687,-0.23725,-0.30806,-0.43451
 891000,-0.15687,-0.23725,-0.30806,-0.43451
 892000,-0.15687,-0.23725,-0.30806,-0.43451
 893000,-0.15687,-0.23725,-0.30806,-0.43451
 894000,-0.15687,-0.23725,-0.30806,-0.43451
 895000,-0.15687,-0.23725,-0.30806,-0.43451
 896000,-0.15687,-0.23725,-0.30806,-0.43451
 897000,-0.15687,-0.23725,-0.30806,-0.43451
 898000,-0.15687,-0.23725,-0.30806,-0.43451
 899000,-0.15687,-0.23725,-0.30806,-0.43451
 900000,-0.15687,-0.23725,-0.30806,-0.43451
 901000,-0.15687,-0.23725,-0.30806,-0.43447
 902000,-0.15687,-0.23725,-0.30806,-0.43447
 903000,-0.15687,-0.23725,-0.30806,-0.43447
 904000,-0.15687,-0.23725,-0.30806,-0.43447
 905000,-0.15687,-0.23725,-0.30806,-0.43447
 906000,-0.15687,-0.23725,-0.30806,-0.43447
 907000,-0.15687,-0.23725,-0.30806,-0.43447
 908000,-0.15687,-0.23725,-0.30806,-0.43447
 909000,-0.15687,-0.23725,-0.30806,-0.43447
 910000,-0.15687,-0.23725,-0.30806,-0.43447
 911000,-0.15687,-0.23725,-0.30803,-0.43447
 912000,-0.15687,-0.23725,-0.30800,-0.43439
 913000,-0.15687,-0.23725,-0.30797,-0.43439
 914000,-0.15687,-0.23725,-0.30797,-0.43439
 915000,-0.15687,-0.23725,-0.30797,-0.43439
 916000,-0.15687,-0.23725,-0.30797,-0.43439
 917000,-0.15687,-0.23725,-0.30797,-0.43439
 918000,-0.15687,-0.23725,-0.30797,-0.43439
 919000,-0.15687,-0.23725,-0.30791,-0.43439
 920000,-0.15687,-0.23725,-0.30791,-0.43439
 921000,-0.15687,-0.23722,-0.30791,-0.43439
 922000,-0.15687,-0.23722,-0.30791,-0.43439
 923000,-0.15687,-0.23722,-0.30791,-0.43439
 924000,-0.15687,-0.23722,-0.30791,-0.43439
 925000,-0.15687,-0.23722,-0.30791,-0.43439
 926000,-0.15687,-0.23722,-0.30791,-0.43439
 927000,-0.15687,-0.23722,-0.30791,-0.43439
 928000,-0.15687,-0.23722,-0.30791,-0.43439
 929000,-0.15687,-0.23722,-0.30791,-0.43439
 930000,-0.15687,-0.23722,-0.30791,-0.43435
 931000,-0.15687,-0.23722,-0.30791,-0.43435
 932000,-0.15687,-0.23722,-0.30791,-0.43435
 933000,-0.15687,-0.23720,-0.30791,-0.43435
 934000,-0.15687,-0.23720,-0.30791,-0.43435
 935000,-0.15687,-0.23720,-0.30791,-0.43431
 936000,-0.15687,-0.23720,-0.30791,-0.43431
 937000,-0.15687,-0.23720,-0.30791,-0.43431
 938000,-0.15687,-0.23720,-0.30791,-0.43427
 939000,-0.15687,-0.23717,-0.30791,-0.43424
 940000,-0.15687,-0.23717,-0.30791,-0.43424
 941000,-0.15687,-0.23717,-0.30791,-0.43424
 942000,-0.15687,-0.23717,-0.30791,-0.43424
 943000,-0.15687,-0.23717,-0.30791,-0.43424
 944000,-0.15687,-0.23717,-0.30791,-0.43424
 945000,-0.15687,-0.23717,-0.30791,-0.43424
 946000,-0.15687,-0.23717,-0.30791,-0.43424
 947000,-0.15687,-0.23717,-0.30791,-0.43424
 948000,-0.15687,-0.23717,-0.30791,-0.43424
 949000,-0.15687,-0.23717,-0.30791,-0.43424
 950000,-0.15687,-0.23717,-0.30791,-0.43420
 951000,-0.15687,-0.23717,-0.30791,-0.43416
 952000,-0.15687,-0.23717,-0.30791,-0.43412
 953000,-0.15687,-0.23717,-0.30791,-0.43412
 954000,-0.15687,-0.23717,-0.30791,-0.43412
 955000,-0.15687,-0.23717,-0.30791,-0.43412
 956000,-0.15687,-0.23717,-0.30791,-0.43412
 957000,-0.15687,-0.23717,-0.30791,-0.43412
 958000,-0.15687,-0.23717,-0.30791,-0.43412
 959000,-0.15687,-0.23717,-0.30791,-0.43412
 960000,-0.15687,-0.23717,-0.30791,-0.43412
 961000,-0.15687,-0.23717,-0.30788,-0.43408
 962000,-0.15687,-0.23717,-0.30788,-0.43408
 963000,-0.15687,-0.23717,-0.30782,-0.43408
 964000,-0.15687,-0.23717,-0.30782,-0.43408
 965000,-0.15687,-0.23717,-0.30782,-0.43408
 966000,-0.15687,-0.23717,-0.30782,-0.43408
 967000,-0.15687,-0.23717,-0.30782,-0.43404
 968000,-0.15687,-0.23717,-0.30782,-0.43404
 969000,-0.15687,-0.23717,-0.30782,-0.43404
 970000,-0.15687,-0.23717,-0.30782,-0.43404
 971000,-0.15687,-0.23717,-0.30782,-0.43400
 972000,-0.15687,-0.23717,-0.30782,-0.43400
 973000,-0.15687,-0.23717,-0.30782,-0.43400
 974000,-0.15687,-0.23717,-0.30782,-0.43400
 975000,-0.15687,-0.23717,-0.30782,-0.43400
 976000,-0.15687,-0.23717,-0.30782,-0.43400
 977000,-0.15687,-0.23717,-0.30782,-0.43400
 978000,-0.15687,-0.23717,-0.30779,-0.43400
 979000,-0.15687,-0.23717,-0.30779,-0.43400
 980000,-0.15687,-0.23717,-0.30779,-0.43400
 981000,-0.15687,-0.23717,-0.30779,-0.43400
 982000,-0.15687,-0.23717,-0.30779,-0.43400
 983000,-0.15687,-0.23717,-0.30779,-0.43400
 984000,-0.15687,-0.23717,-0.30779,-0.43400
 985000,-0.15687,-0.23717,-0.30779,-0.43396
 986000,-0.15687,-0.23717,-0.30779,-0.43396
 987000,-0.15687,-0.23717,-0.30779,-0.43396
 988000,-0.15687,-0.23717,-0.30779,-0.43396
 989000,-0.15687,-0.23717,-0.30779,-0.43392
 990000,-0.15687,-0.23717,-0.30779,-0.43392
 991000,-0.15687,-0.23717,-0.30779,-0.43392
 992000,-0.15687,-0.23717,-0.30779,-0.43392
 993000,-0.15687,-0.23717,-0.30779,-0.43392
 994000,-0.15687,-0.23717,-0.30779,-0.43392
 995000,-0.15687,-0.23717,-0.30779,-0.43392
